id_1,id_2
7751,7493
7751,7977
7,25
7,272
7,372
7,459
7,480
7998,2936
7998,8219
7998,8266
7998,8287
7998,8305
7998,8334
5298,5036
5298,5957
5298,5224
5298,5475
5298,1621
7006,7058
7006,7607
6631,6710
6631,3548
6631,6784
6631,6785
6631,6814
655,781
655,3574
655,4798
7999,8081
7999,8188
7999,8332
9408,9453
9408,9941
9408,9755
9408,9776
9408,9826
8,255
8,256
8,453
1213,78
1213,1407
1213,402
8000,8027
8000,8206
1214,2674
1214,2697
1214,1572
1214,1639
5526,5546
5527,5578
5527,5629
7007,7028
7007,7122
7007,7172
8001,8111
8001,8342
2496,2662
2496,2823
8002,8051
8002,8275
8003,8029
8003,2955
8003,8085
8003,2966
9,242
9,285
9,425
7752,7788
7752,7891
7752,7927
7752,7932
6046,6056
6046,6061
6046,6065
6046,6068
6046,6090
6046,6098
6046,5461
6046,6118
6046,6119
6046,6121
6046,6124
1894,1908
1894,1951
1894,1965
1894,1974
1894,1984
10,42
10,52
10,448
11,114
11,171
11,210
11,269
11,365
11,445
1215,1311
1215,1395
1215,1460
7509,7578
7509,7630
7509,7731
7509,7737
7509,7750
12,90
12,3292
3738,5137
3738,3943
3738,3974
3738,5485
4117,4146
4117,4150
4117,4206
4117,4350
4117,4419
4117,4543
4117,4569
1216,1241
1216,1249
1216,1269
1216,1277
1216,1292
1216,1329
1216,1336
1216,1343
1216,1368
1216,1383
1216,1387
1216,3434
1216,5390
1216,1401
1216,1408
1216,1409
1216,1411
1216,1429
1216,1449
1216,1453
1216,1473
1216,5436
1216,1496
1216,5212
1216,1511
1216,1512
1216,1515
1216,1528
1216,5452
1216,1538
1216,1555
1216,1564
1216,1578
1216,2735
1216,1619
1216,1622
1216,1628
1216,1633
1216,1641
1216,1672
1216,1680
7510,7600
7008,7056
7008,7064
7008,7161
7008,7164
7008,7184
7753,7793
7753,7399
7753,7411
7753,7852
7753,7874
7753,7469
9409,9551
9409,9769
9409,9911
9409,9395
3072,3171
3072,3215
3072,3251
3072,3262
5734,3782
5734,3922
5734,5899
5734,5910
5734,5935
5734,4032
5734,4062
5734,4084
5734,1193
4855,4878
4855,4952
5528,5536
5528,5546
9410,9642
9410,2322
9410,9686
4646,4656
4646,4703
6141,6234
3280,5361
3280,5368
3280,3305
3280,5190
3280,5212
3280,5463
3280,3328
3280,1099
3280,3336
3280,3344
13,58
13,79
13,419
6823,6866
6823,6873
7250,1275
7250,7280
7250,6383
7250,7318
7250,6510
6142,6144
6142,6167
6142,6175
6142,6183
6142,6191
6142,6205
6142,6232
7511,7137
8345,8403
8345,8448
7512,7543
7512,7675
14,229
14,284
14,1971
14,1975
14,379
14,1993
8346,8443
4647,4712
4647,4792
4647,4798
4647,6130
5735,5769
5735,5926
5735,5937
8004,8089
8004,8137
8004,8211
8004,8339
5031,5163
5031,5184
3739,5824
3739,3940
3739,3983
4118,4366
4118,4487
4118,4548
1217,5301
1217,3283
1217,5056
1217,5081
1217,5367
1217,1436
1217,1542
1217,1577
1217,5486
1217,3331
1217,1651
5736,5775
5736,3956
5736,6002
5736,6043
9050,9052
9050,9121
9050,9373
9411,9549
9411,9762
1688,1733
1688,1858
1688,1878
9412,9433
9412,9176
9412,9631
9412,9764
9412,9775
9412,9865
4648,4833
2497,2573
2497,2726
2497,2789
6632,1910
6632,6664
6632,6690
6632,6736
6632,1055
4649,748
4649,8536
4649,4719
4649,4725
4649,4750
4649,4754
4649,4758
4649,4779
1895,1950
5737,5740
5737,5783
5737,5785
5737,5793
5737,5815
5737,5823
5737,5913
5737,5920
5737,5963
5737,5974
5737,6031
656,970
656,1092
656,1108
7251,7272
9051,9206
9051,9265
9051,9394
6238,6261
6238,6474
6238,6499
2920,2928
2498,2595
2498,2664
2498,2792
2498,2803
1689,1758
1689,8546
1689,1796
1689,3334
1218,1456
1218,1794
1218,1623
1218,1656
7350,7515
7350,7360
7350,7572
7350,7583
7350,7624
7350,7678
7350,7471
3393,3465
3393,3475
3393,5277
4119,4286
4119,4317
4119,4462
4119,4579
15,118
15,145
15,300
15,490
6824,6945
6824,6958
4650,4661
4650,4822
2499,2586
2499,2772
2499,2782
3740,3910
3740,3987
3740,4019
3740,4052
3740,4054
3740,4098
3741,3785
3741,6593
3741,6599
3741,4045
2031,2099
4120,4204
4120,4325
4120,4338
4120,4413
7513,7518
7513,7603
7513,7609
7513,7625
7513,7677
7513,7701
7513,7704
7513,7740
1219,937
1219,1464
1219,5421
2176,2210
2176,2242
2176,2282
2176,2361
2176,2449
7514,7369
7514,7585
7514,7592
7514,7692
7514,7742
2921,8422
2921,3040
2921,8500
7351,7383
7351,7395
7351,7624
7351,7442
4121,4123
4121,4144
4121,4147
4121,4410
4121,4488
4121,4497
4121,4509
4121,4539
4121,4572
4121,4606
4121,4628
4121,4634
4121,4635
4121,4636
9052,9059
9052,9070
9052,9213
9052,7844
9052,9373
8508,8516
8508,8530
8508,8540
8508,8561
8508,8617
1690,1731
1690,1754
1690,979
16,66
16,440
16,644
657,6147
657,673
657,6163
657,565
657,929
657,262
657,993
657,6213
657,6215
657,1082
657,6802
8347,8351
9053,9201
9053,9309
9053,9347
9053,9370
4651,4662
4651,4732
6143,6221
17,59
17,446
5529,5552
5529,5563
5529,5577
5529,5621
5529,5665
8005,8130
8005,8139
8005,8220
8005,8227
8005,8297
8005,8330
18,502
18,5891
18,276
2922,3003
2922,3047
4122,4152
4122,4223
4122,4245
4122,4476
4122,4610
4122,4638
5299,5413
5299,5459
7515,7360
7515,7393
7515,7650
7515,7678
658,730
658,812
658,1072
8626,9035
4652,4694
4652,4733
3494,1730
3494,3526
3494,3533
3494,3551
3494,1835
8627,8721
8627,8874
4123,4144
4123,4198
4123,4488
4123,4628
5032,3761
5032,3976
5032,3989
5032,5295
1220,1271
1220,5093
1220,5126
1220,1410
1220,5167
1220,5445
1220,1607
1220,1666
2500,2528
2500,2635
2500,2658
2500,2815
7754,7802
1221,885
1221,361
1221,1600
1221,1675
1221,1681
659,668
659,926
659,1202
9919,9937
9919,2245
9919,9978
9919,10077
8006,8207
8006,8217
8006,9005
8006,8342
3742,3748
3742,7225
3742,6559
3742,1353
3742,3854
3742,3885
3742,3892
3742,3895
3742,3900
3742,3919
3742,3963
3742,7243
3742,7244
3742,7245
3742,1184
3742,4110
9054,9132
9054,9344
6239,6270
4653,4658
4653,6059
4653,6075
4653,6080
4653,6103
4653,6109
4653,6137
4653,6138
4124,4251
19,73
19,546
19,227
19,443
8628,8934
5530,5629
5530,5639
5530,5653
5530,5673
5530,5689
4125,4145
4125,4382
4125,4412
4125,4430
4125,4476
4125,4638
2501,2508
2501,2517
2501,2581
2501,2660
2501,2686
2501,2745
2501,2775
2501,2820
7352,7404
7352,7945
7352,7490
4126,4225
4126,4261
4126,4294
4126,218
4126,4421
4126,4447
4126,309
4126,340
4126,4522
4126,4528
4126,4554
4126,455
4126,4632
3743,3757
3743,3784
3743,3787
3743,4033
3743,4046
5300,5744
5300,5438
5300,5491
5300,5498
5300,5523
2177,2216
2177,2298
2502,2545
5301,5314
5301,5366
5301,5367
5301,5178
5301,5456
5301,5483
4856,4892
4856,4917
4856,4922
4856,4926
4856,4929
7755,7835
7755,7915
8007,8057
8007,8237
8007,8268
1691,1782
1691,1855
6825,6868
6825,8186
9055,9205
5302,3746
5302,5311
5302,5319
5302,5070
5302,752
5302,5352
5302,5089
5302,5370
5302,5841
5302,5376
5302,1381
5302,5872
5302,3300
5302,5137
5302,5401
5302,5402
5302,3916
5302,3919
5302,5169
5302,5174
5302,3974
5302,5206
5302,5454
5302,4799
5302,5261
5302,5284
5302,5514
5302,5524
7353,7372
7353,7382
7353,7386
7353,9169
7353,9181
7353,9208
7353,9639
7353,7448
7353,7472
7353,7474
7353,7485
7009,7057
9413,9560
9413,9569
9413,9661
9413,9761
9413,9831
9413,9378
7516,7131
660,749
660,992
660,3327
660,3334
660,1154
7517,7648
7517,7203
8348,8440
7354,7406
7354,7481
3611,3668
3611,3722
8509,1696
8509,8556
8509,1789
8509,8567
8509,3565
8509,1817
8509,1854
8509,1875
8509,1893
1896,1914
6633,6809
5033,5205
5033,5242
6826,6853
6826,6906
500,4681
500,637
661,669
661,709
661,723
661,2004
661,764
661,767
661,889
661,2014
661,939
661,957
661,1132
661,1155
3394,3410
3394,3411
3394,3412
3394,3413
3394,3420
3394,3427
3394,3441
3394,3444
3394,3446
3394,3447
3394,3460
3394,3472
3394,3481
3394,3485
3394,3489
5303,4654
5303,4668
5303,5091
5303,4706
5303,4824
6534,6553
6534,6561
6534,6578
6534,6597
6534,6616
9056,9210
9056,9375
3744,5791
3744,4088
3744,6038
7518,7704
6145,6178
6145,6191
6634,6648
6634,6689
6634,6715
6634,3326
6634,1048
6634,6769
6634,6783
2178,2193
2178,2209
2178,2420
3495,3526
3495,3552
3495,3592
3495,4832
8510,8589
8510,8598
8510,4810
8510,4837
8008,8263
8629,8690
8629,8694
8629,8702
8629,8737
8629,8760
8629,8764
8629,8770
8629,8858
8629,8878
8629,8900
8629,8926
8629,8929
8629,8932
8629,9011
8629,9020
4127,4164
4127,4434
4127,4486
4127,4613
4127,4628
1222,663
1222,1271
1222,5228
1222,5480
1222,5251
1222,5254
1222,5501
4128,4155
4128,4386
4128,4583
4128,4599
7252,7291
7252,7322
7252,7323
7253,7254
7253,7267
7253,7279
7253,7281
7253,7286
7253,6434
7253,7323
7253,6465
7253,7330
8009,8014
8009,8108
8009,8804
8009,8147
8009,8154
8009,8235
8009,8251
8009,8292
8009,8299
8009,8315
2179,2310
2179,2338
1223,1531
1223,9769
1223,9296
1223,9359
9057,3620
9057,9388
3281,5314
3281,3286
3281,3289
3281,5095
3281,3294
3281,3296
3281,5178
3281,5195
3281,5480
3281,3337
3281,3340
7355,7782
7355,7423
7355,7449
6240,7281
6240,7298
6240,6359
6240,7311
6240,6412
6240,7732
5531,5633
5738,5871
5738,5875
5738,5903
5738,6011
4129,4157
4129,4217
4129,4259
4129,4271
4129,4288
4129,4309
4129,4312
4129,4340
4129,4369
4129,4401
4129,4419
4129,4482
4129,4491
4129,4503
4129,4548
4129,4549
4129,4566
4129,4573
4129,4607
6241,6272
4130,4313
4130,4520
8010,8202
8010,8234
4131,4548
5739,5747
5739,5852
5739,5859
5739,5124
5739,5902
5739,5959
5739,5960
5739,5968
6827,6880
6827,6901
6827,6919
6827,2994
6827,6977
2180,2225
2180,2283
2180,2382
2180,2454
2180,2488
4654,4658
4654,6053
4654,6054
4654,4668
4654,4706
4654,4710
4654,6069
4654,6089
4654,4770
4654,295
4654,6117
4654,4812
4654,6128
4654,4824
4654,6134
4654,6138
4654,2028
4654,4848
9920,9947
9920,9952
9920,9965
9920,9994
9920,9996
9920,10075
9920,10078
5740,5320
8349,8351
6828,6964
6146,6179
6146,6194
6146,6204
662,1075
662,6613
662,1133
662,6801
662,1169
662,6630
7519,7692
9921,9955
9921,9991
9921,10066
4132,4215
4132,4224
4132,4331
4132,4503
8350,8384
8351,8354
8351,8355
8351,8365
8351,8370
8351,8379
8351,8382
8351,8383
8351,8386
8351,8393
8351,9581
8351,8402
8351,8405
8351,8418
8351,8424
8351,8427
8351,8434
8351,8436
8351,8441
8351,8442
8351,8443
8351,8444
8351,8451
8351,8467
8351,8475
8351,8476
8351,8501
9058,9158
9058,9176
9058,7434
9058,9775
9058,9361
8011,8126
8011,8275
8011,8277
8011,8312
5304,3791
6242,7015
6242,6253
6242,6283
6242,6325
6242,6354
6242,6396
6242,6413
6242,6435
6242,7218
6635,6648
6635,6765
6635,1117
8630,8756
663,527
663,1085
663,1159
663,1188
663,1192
8012,8027
7356,7408
7356,7877
7356,7483
7356,7977
2181,2207
2181,2216
2181,2237
2181,2292
2181,2308
2181,2320
2181,2323
2181,2378
2181,2403
2181,2409
2181,2437
2181,2488
9414,9566
20,21
20,2037
20,44
20,75
20,131
20,150
20,447
1224,1231
1224,6648
1224,1258
1224,1322
1224,1425
1224,1590
3745,3786
3745,5917
3745,4034
5034,5433
5034,5201
2182,2246
2182,2281
2182,2304
2182,2315
2182,2359
2182,2386
2182,2399
6636,6642
6636,6741
9059,9213
9059,7844
9059,9373
6243,6290
6243,6301
6243,6421
6243,6433
8352,8431
664,5079
664,995
664,1111
665,671
6535,6550
6535,6554
6535,6564
6535,6568
6535,6576
6535,6581
6535,6584
6535,6587
6535,6588
6535,6592
6535,6605
6535,6612
6535,6625
6535,6628
2183,2231
2183,81
2183,2236
2183,2311
2183,2313
2183,2440
21,150
21,237
4857,4969
9415,9456
5741,5773
5741,5849
5741,5886
5741,5906
5741,5916
5741,3570
5741,5282
2923,2966
9060,9110
6637,1910
6637,6690
4133,4263
4133,4406
4133,4407
4133,4559
6829,6836
6829,6873
6829,6891
2503,2545
6638,6641
6638,6649
6638,6702
6638,6706
6638,6761
6638,8610
6638,8620
6830,6835
6830,8332
6147,6162
6147,6213
6147,6215
8631,8710
9416,9483
9416,9912
501,71
501,146
8632,8648
8632,8921
8632,8957
2828,2861
4655,8519
4655,4698
4655,8538
4655,4763
4655,8587
4655,4795
4655,4816
4655,4849
4655,8623
666,754
666,1183
666,1200
1692,1734
1692,1766
1692,1775
7357,7432
1225,1600
5035,5330
5035,5069
5035,5154
5035,5159
5035,5200
5035,5224
5035,5466
5035,5245
3746,5317
3746,5349
3746,7232
3746,5473
3746,4029
3746,4091
3746,4103
4858,5014
4859,4911
3282,4692
3282,3289
9061,9078
9061,3622
9061,9109
9061,9129
9061,9262
9061,9289
9061,3723
9061,9379
4134,4230
4134,4484
8633,8797
8633,8816
8633,8905
8633,8946
8633,8977
8633,9047
5742,5819
6639,6648
6639,1258
6639,1425
6639,6721
8013,8022
8013,8103
8013,8152
8013,8191
1693,1722
1693,4726
1693,6077
1693,8567
1693,4786
1693,8615
9062,3620
8014,8108
8014,8147
8014,8292
8634,8870
8634,8932
5305,4041
5305,4051
3612,3646
3612,3701
3612,3716
7520,7574
7520,7588
7520,7077
7520,7709
7520,7205
7520,7206
7520,7744
8015,8186
5306,5310
5306,5854
5306,5878
5306,5881
5306,5482
5306,5983
7358,7374
7358,7454
7358,7479
6640,4694
6640,3565
6640,6766
6640,6772
6640,6794
6244,6449
22,285
22,425
7010,7036
7010,7103
7010,7135
3283,5056
3283,5156
3283,5168
3283,586
3283,5204
3283,3347
9417,9899
3496,1731
3496,3533
3496,3543
3496,3546
3496,6778
3496,3597
4860,4924
4860,4969
4860,5007
4860,5018
5532,5578
667,736
667,1586
667,1623
5533,5629
3747,4046
7756,7387
7756,7429
7756,7678
7756,7462
4861,4957
9063,9076
9063,3620
9063,9092
9063,9217
9063,9401
5036,5077
5036,5125
5036,5132
5036,5401
5036,5236
5036,5478
8353,8400
8353,8495
3748,810
3748,1353
3748,1940
3748,1184
5037,5076
5037,5080
5037,5210
5037,5259
5037,5276
1226,1270
1226,2840
1226,1379
1226,1587
1226,1603
1897,1908
1897,1914
4656,2532
4656,4696
4656,4704
4656,4725
4656,4728
4656,8577
4656,8599
4656,8604
4656,4829
2829,2834
2829,2861
2829,2871
2829,2875
2829,2893
2829,2899
668,893
668,936
668,1113
2504,2671
2504,4772
7757,7856
7757,7930
669,723
669,767
669,1335
669,1132
669,1155
5307,5327
7758,7814
7758,7877
5038,5136
5038,5144
5038,5172
3395,3439
3395,2676
3395,2708
3395,1673
9064,3617
9064,9089
9064,9093
9064,9104
9064,9108
9064,9135
9064,9209
9064,9228
9064,9296
9064,9319
9064,7495
9064,7499
9064,9402
3073,3083
3073,3129
6641,6649
6641,6650
6641,8511
6641,8513
6641,8531
6641,6684
6641,8560
6641,6732
6641,6779
6641,8620
6641,6812
6641,6814
7254,7267
7254,7279
5039,5255
1227,1312
1227,1419
2505,2776
2505,2821
6245,6308
6245,6322
4135,4179
4135,4248
4135,4472
9065,9134
6831,6839
6831,6840
6831,6893
6831,6956
6831,6966
6831,6970
5534,5546
4862,4866
4862,4890
4862,4894
4862,4927
4862,4930
4862,4948
4862,5017
3074,3155
3074,3672
3074,3253
3749,3861
3749,3898
3749,3947
3749,3980
7521,6435
2032,2151
1228,777
1228,1392
1228,9646
1228,1663
1694,1735
1694,1761
1694,1878
3075,3103
3075,3140
3750,3848
7011,7016
7011,7057
7011,7107
7011,7174
7011,7200
3284,765
3284,3289
3284,998
3284,3328
3076,3102
3076,3146
3076,3189
3076,3020
3076,3226
3076,3241
3076,3268
9066,9080
9066,9101
9066,9153
9066,9157
9066,9223
9066,9309
9066,9329
9066,9347
9066,9356
9066,9363
9066,9892
2506,2564
2506,2641
1229,9945
1229,2314
1229,1593
8635,8938
8635,8956
8635,8975
3613,3662
3613,3673
3613,3695
3613,3698
3613,3705
3613,3717
3613,9370
6536,6580
6536,6585
6536,6589
6536,6591
1898,1914
1898,1951
6642,6644
6642,6701
6642,6703
6642,6719
6642,6741
6642,6776
6642,6820
3751,3847
2924,2938
2924,2983
2924,2986
2924,3003
5040,5746
5040,5148
5040,5174
4657,4822
23,177
23,318
23,396
23,2029
6537,6548
6537,6590
6537,5473
6537,5490
7522,7670
2184,2249
2184,2268
2184,2281
2184,2303
2184,2307
2184,2373
2184,2412
2184,2422
2184,2478
24,79
24,575
24,580
24,405
24,641
3752,4030
3752,4089
7523,7644
7523,7653
7523,7711
7523,7203
7524,7600
7359,7361
7359,9094
7359,7382
7359,7383
7359,7390
7359,7408
7359,7423
7359,7424
7359,7443
7359,7449
7359,9301
7359,7465
7359,7478
7359,9352
7359,7492
6246,6412
6246,6432
670,6661
670,6688
670,845
670,1063
3753,3940
3753,6033
3753,6037
3753,4108
5535,5567
5535,5634
5535,5640
5535,5642
5535,5668
5535,5698
3285,716
3285,1100
3285,1190
1230,1321
1230,1379
1230,913
2507,2510
2507,2671
2507,2789
2507,2791
2507,2808
6643,6660
6643,6670
6643,6680
6643,6777
6643,6786
6643,6810
6643,6815
2185,2223
2185,2225
2185,2247
2185,2454
9418,9442
9418,9464
9418,9490
9418,9502
9418,9573
9418,9786
9418,9807
9418,9839
3614,3698
3614,7977
5308,5311
5308,5328
5308,5125
5308,5408
5308,5162
5308,5504
5041,3771
5041,5371
5041,5293
671,712
671,715
671,762
671,825
671,861
671,875
671,962
671,1157
9419,9443
9419,9887
3754,3771
3754,3788
3754,3827
3754,3862
3754,3944
3754,4023
3754,4028
8016,8024
6644,6741
3615,3650
3755,3868
3755,3893
3755,3902
3755,3953
3755,3967
3755,3983
3755,4008
3755,4022
3755,4096
2000,677
2000,704
2000,709
2000,795
2000,852
9067,8422
9067,8443
9067,9339
2186,2205
2186,2220
2186,2232
2186,2302
2186,2324
2186,2401
2186,2414
2186,2423
2186,2428
2186,2432
2186,2465
8017,8167
2830,2591
2830,2864
2830,2867
2830,2659
2830,2879
2830,2710
2830,2909
4136,4501
6645,6666
6645,6683
6645,6690
6645,6693
6645,6710
6645,6733
6645,6744
6645,6789
6645,6820
7759,9086
7759,7810
7759,7826
7759,7888
7759,7926
9420,9555
9420,9752
3352,3381
4863,4942
6047,6139
1231,6661
672,677
672,828
672,852
2187,2267
2187,2300
2187,2341
2187,2366
2187,2372
2187,2391
2187,2404
2187,2488
7525,7526
7525,6455
7525,7740
8354,8419
673,6189
673,1058
5536,5594
5536,5631
7526,7541
7526,7080
7526,7120
7526,7649
7526,7694
7526,7744
3756,6599
3756,4009
3396,3403
3396,2676
3396,2693
3396,2799
3396,2826
7527,7682
7527,7685
7527,7749
5743,5764
5743,5779
5743,5783
5743,5789
5743,5822
5743,5948
5743,5974
5743,6025
674,1248
674,885
674,1459
674,1505
674,1003
674,1583
674,1629
3757,3785
3757,3818
3757,3862
675,685
675,1075
675,1184
8018,8138
8018,8284
8018,8303
6832,6878
6832,6949
2188,2324
8019,9575
8019,8108
8019,9793
8019,9830
7220,7246
676,823
676,848
676,1006
2033,2039
2033,2056
2033,2061
2033,2062
2033,2070
2033,2129
2033,2140
2033,2149
2033,2168
7760,7932
7760,7961
5309,5404
5309,5473
4137,4150
4137,4167
4137,4192
4137,4229
4137,4327
4137,4350
8636,8751
8636,8899
8636,8905
8636,8909
1232,60
1232,1363
1232,885
1232,1446
1232,1588
1232,1682
8020,8111
8020,8342
25,599
25,381
25,417
25,443
9421,9976
9421,9557
9421,10014
677,703
677,704
677,709
677,723
677,795
677,828
677,957
677,1155
3758,5759
3758,4090
4138,4153
4138,4569
4138,4613
4138,4628
7012,6368
7012,7173
9922,10014
1695,1721
1695,1753
1695,1890
8021,8290
8355,8373
8355,8376
8355,7045
8355,8383
8355,2958
8355,8385
8355,8388
8355,7073
8355,8395
8355,8396
8355,8401
8355,8404
8355,8406
8355,8410
8355,8416
8355,8420
8355,8425
8355,8426
8355,8427
8355,8431
8355,8433
8355,8441
8355,8443
8355,8449
8355,8450
8355,8453
8355,8459
8355,8460
8355,8461
8355,8463
8355,7157
8355,8465
8355,8466
8355,8467
8355,8472
8355,8490
8355,8495
8355,8497
8355,8498
8355,8501
8355,8502
8355,8505
1233,1385
1233,1647
2189,2396
5310,5320
5310,5345
5310,5355
5310,5445
5310,5975
5310,5982
5310,5482
9923,9770
9923,10067
1234,1542
1234,1054
1234,1651
8022,8103
7255,7323
3497,3507
3497,3516
3497,2006
3497,2009
3497,3526
3497,3535
3497,3556
3497,6733
3497,3572
5311,5352
5311,1596
9068,9074
9068,9108
7256,2020
2190,2275
2190,2320
26,146
26,160
26,187
26,330
26,334
1696,1893
4139,4169
4139,4297
4139,4311
4139,4316
4139,4466
4139,4557
4139,4558
1235,1305
1235,955
1235,1509
1235,328
678,3303
678,939
678,1156
27,133
27,141
27,554
27,161
27,164
27,274
27,312
27,629
27,476
4140,4185
4140,4338
4140,4413
4140,4529
4140,4588
5744,5782
5744,5125
5744,864
5744,5132
5744,5453
5744,5238
5744,5491
5744,5498
5744,5504
5744,5506
5744,6042
8023,8025
8023,8098
8023,8125
8023,8156
8023,8183
8023,8188
8023,8230
3759,1725
3759,3830
3759,791
3759,3870
3759,866
3759,3918
3759,4002
7257,7289
2925,3023
7528,7646
7013,7044
7013,7092
7013,7110
6646,6717
6646,6760
6646,6797
6646,6810
4141,4144
4141,4488
4141,4497
4141,4606
4141,4628
8637,8746
8637,8759
8637,8805
8637,8838
8637,8903
8637,8905
8637,8931
8637,9007
8637,9013
9069,9319
4142,4279
2508,2517
2508,2530
2508,2728
2508,2775
4143,4334
4143,4344
4143,4431
4143,4628
4144,4147
4144,4171
4144,4198
4144,4488
4144,4606
2509,2783
1236,1684
5745,5766
5745,5861
5745,5979
5745,6001
9924,9928
9924,9943
9924,9966
9924,10023
7529,7040
7529,7148
28,69
28,79
28,556
28,178
28,231
9422,9761
9422,9766
3760,4031
7360,7364
7360,7368
7360,7393
7360,7618
7360,7624
7360,7628
7360,7432
7360,7438
7360,7884
7360,7678
7360,7680
7360,7464
7360,7696
7360,7471
7360,7487
8638,8717
8638,8801
8638,8888
9070,9072
9070,9171
1237,5327
1237,1288
4145,4382
4145,4412
4145,4430
4145,4610
9925,10073
9925,10099
4146,4150
4146,4206
4146,4350
4146,4381
4146,4490
4146,4560
4146,4569
4146,4577
4146,4637
3498,3526
7530,7664
7530,7703
7530,7739
7530,7740
1899,1920
1899,1930
1899,925
4147,4198
4147,4488
4147,4628
3761,3913
3761,3976
4148,4335
4148,4628
4149,4488
9926,9990
9926,10103
3762,3777
3762,3894
9423,9535
9423,9539
9423,9577
9423,9653
9423,9846
9423,9876
7761,7783
7761,7812
7761,7866
7761,7941
7761,7957
7761,7986
3397,2515
3397,1311
3397,1509
6247,6334
6247,6466
7361,9086
7361,9639
7361,6209
7361,7977
4150,4350
4150,4381
4150,4486
4150,4560
4150,4577
9424,1316
9424,9313
5746,5054
5746,5103
5746,5878
5746,5881
5746,5896
5746,5416
5746,5428
5746,5938
5746,5206
5746,5983
5746,6012
4864,4887
4864,4905
4864,4923
4864,4939
4864,4943
4864,4954
4864,4970
4864,4992
6647,6651
6647,6682
6647,6696
6647,6724
1900,1951
1900,1985
2191,2426
2191,2439
2191,2446
2191,2475
4151,4269
4151,4447
4151,4528
4151,4618
3353,3374
4152,4223
4152,4382
4152,4412
4152,4476
4152,4610
5312,5323
5312,3560
5312,1007
5312,5459
5312,5503
5312,4089
2034,2052
2034,2067
2034,2090
7762,7624
7762,7435
7762,9301
679,1326
679,1534
679,1119
3763,3818
3763,6132
1697,1790
1697,1841
1697,1852
680,752
680,920
680,1113
29,84
29,318
29,395
29,450
29,2029
8639,8958
6248,6268
6248,6490
2510,2518
2510,2527
2510,2531
